UIDX,CRITICAL FLAG
te-1509,Not Critical
te-1510,Not Critical
te-1511,Critical
te-1512,Not Critical
te-1513,Critical
te-1514,Critical
te-1515,Critical
te-1516,Not Critical
te-1517,Critical
te-1518,Not Critical
te-1519,Not Critical
te-1520,Not Critical
te-1521,Critical
te-1522,Not Critical
te-1523,Critical
te-1524,Not Critical
te-1525,Critical
te-1526,Critical
te-1527,Not Critical
te-1528,Not Critical
te-1529,Critical
te-1530,Critical
te-1531,Not Critical
te-1532,Not Applicable
te-1533,Critical
te-1534,Not Applicable
te-1535,Critical
te-1536,Critical
te-1537,Critical
te-1538,Critical
te-1539,Critical
te-1540,Critical
te-1541,Critical
te-1542,Critical
te-1543,Critical
te-1544,Critical
te-1545,Not Critical
te-1546,Critical
te-1547,Not Critical
te-1548,Critical
te-1549,Critical
te-1550,Critical
te-1551,Critical
te-1552,Not Critical
te-1553,Critical
te-1554,Not Critical
te-1555,Critical
te-1556,Not Critical
te-1557,Not Applicable
te-1558,Critical
te-1559,Critical
te-1560,Critical
te-1561,Critical
te-1562,Critical
te-1563,Critical
te-1564,Critical
te-1565,Critical
te-1566,Critical
te-1567,Critical
te-1568,Not Critical
te-1569,Critical
te-1570,Not Critical
te-1571,Not Critical
te-1572,Critical
te-1573,Critical
te-1574,Not Critical
te-1575,Critical
te-1576,Critical
te-1577,Critical
te-1578,Critical
te-1579,Not Critical
te-1580,Critical
te-1581,Critical
te-1582,Critical
te-1583,Critical
te-1584,Critical
te-1585,Not Critical
te-1586,Not Critical
te-1587,Not Critical
te-1588,Critical
te-1589,Critical
te-1590,Critical
te-1591,Not Applicable
te-1592,Critical
te-1593,Not Critical
te-1594,Critical
te-1595,Critical
te-1596,Not Critical
te-1597,Not Critical
te-1598,Critical
te-1599,Not Critical
te-1600,Not Critical
te-1601,Not Critical
te-1602,Critical
te-1603,Critical
te-1604,Not Critical
te-1605,Critical
te-1606,Critical
te-1607,Critical
te-1608,Critical
te-1609,Critical
te-1610,Critical
te-1611,Critical
te-1612,Critical
te-1613,Critical
te-1614,Critical
te-1615,Not Critical
te-1616,Critical
te-1617,Not Critical
te-1618,Not Critical
te-1619,Critical
te-1620,Critical
te-1621,Critical
te-1622,Critical
te-1623,Not Critical
te-1624,Critical
te-1625,Critical
te-1626,Not Critical
te-1627,Critical
te-1628,Not Critical
te-1629,Critical
te-1630,Not Critical
te-1631,Critical
te-1632,Critical
te-1633,Critical
te-1634,Not Critical
te-1635,Not Applicable
te-1636,Critical
te-1637,Critical
te-1638,Critical
te-1639,Not Critical
te-1640,Critical
te-1641,Not Critical
te-1642,Critical
te-1643,Critical
te-1644,Critical
te-1645,Critical
te-1646,Not Critical
te-1647,Not Critical
te-1648,Not Critical
te-1649,Critical
te-1650,Not Critical
te-1651,Not Critical
te-1652,Not Critical
te-1653,Critical
te-1654,Critical
te-1655,Not Applicable
te-1656,Critical
te-1657,Critical
te-1658,Critical
te-1659,Critical
te-1660,Critical
te-1661,Not Critical
te-1662,Critical
te-1663,Critical
te-1664,Critical
te-1665,Not Critical
te-1666,Not Critical
te-1667,Critical
te-1668,Critical
te-1669,Not Applicable
te-1670,Not Critical
te-1671,Not Critical
te-1672,Critical
te-1673,Not Critical
te-1674,Not Critical
te-1675,Not Critical
te-1676,Not Critical
te-1677,Critical
te-1678,Not Critical
te-1679,Critical
te-1680,Critical
te-1681,Not Critical
te-1682,Critical
te-1683,Critical
te-1684,Critical
te-1685,Not Applicable
te-1686,Critical
te-1687,Critical
te-1688,Critical
te-1689,Not Critical
te-1690,Critical
te-1691,Not Critical
te-1692,Not Critical
te-1693,Critical
te-1694,Critical
te-1695,Critical
te-1696,Not Critical
te-1697,Critical
te-1698,Critical
te-1699,Critical
te-1700,Critical
te-1701,Not Critical
te-1702,Not Critical
te-1703,Critical
te-1704,Critical
te-1705,Critical
te-1706,Not Critical
te-1707,Not Applicable
te-1708,Not Applicable
te-1709,Critical
te-1710,Critical
te-1711,Not Critical
te-1712,Not Critical
te-1713,Not Applicable
te-1714,Critical
te-1715,Critical
te-1716,Not Critical
te-1717,Critical
te-1718,Critical
te-1719,Critical
te-1720,Not Critical
te-1721,Critical
te-1722,Not Applicable
te-1723,Not Critical
te-1724,Not Applicable
te-1725,Critical
te-1726,Critical
te-1727,Critical
te-1728,Not Critical
te-1729,Not Critical
te-1730,Not Critical
te-1731,Critical
te-1732,Not Critical
te-1733,Not Applicable
te-1734,Not Critical
te-1735,Not Critical
te-1736,Critical
te-1737,Critical
te-1738,Critical
te-1739,Critical
te-1740,Critical
te-1741,Critical
te-1742,Critical
te-1743,Not Critical
te-1744,Not Critical
te-1745,Not Critical
te-1746,Critical
te-1747,Critical
te-1748,Not Critical
te-1749,Critical
te-1750,Not Critical
te-1751,Critical
te-1752,Not Applicable
te-1753,Critical
te-1754,Critical
te-1755,Not Critical
te-1756,Critical
te-1757,Critical
te-1758,Not Critical
te-1759,Critical
te-1760,Not Applicable
te-1761,Critical
te-1762,Critical
te-1763,Not Critical
te-1764,Critical
te-1765,Critical
te-1766,Critical
te-1767,Not Critical
te-1768,Not Critical
te-1769,Critical
te-1770,Not Critical
te-1771,Critical
te-1772,Not Critical
te-1773,Critical
te-1774,Critical
te-1775,Not Critical
te-1776,Not Critical
te-1777,Critical
te-1778,Not Critical
te-1779,Critical
te-1780,Critical
te-1781,Not Critical
te-1782,Not Critical
te-1783,Critical
te-1784,Not Applicable
te-1785,Critical
te-1786,Critical
te-1787,Not Critical
te-1788,Not Applicable
te-1789,Not Critical
te-1790,Critical
te-1791,Not Critical
te-1792,Not Critical
te-1793,Critical
te-1794,Not Critical
te-1795,Not Critical
te-1796,Critical
te-1797,Critical
te-1798,Critical
te-1799,Critical
te-1800,Not Critical
te-1801,Critical
te-1802,Critical
te-1803,Not Critical
te-1804,Critical
te-1805,Critical
te-1806,Critical
te-1807,Not Critical
te-1808,Not Critical
te-1809,Critical
te-1810,Critical
te-1811,Not Critical
te-1812,Not Critical
te-1813,Critical
te-1814,Critical
te-1815,Critical
te-1816,Not Critical
te-1817,Critical
te-1818,Critical
te-1819,Not Critical
te-1820,Not Critical
te-1821,Not Critical
te-1822,Critical
te-1823,Not Critical
te-1824,Not Critical
te-1825,Not Critical
te-1826,Critical
te-1827,Not Critical
te-1828,Critical
te-1829,Not Critical
te-1830,Not Critical
te-1831,Critical
te-1832,Not Applicable
te-1833,Critical
te-1834,Critical
te-1835,Critical
te-1836,Not Critical
te-1837,Critical
te-1838,Not Applicable
te-1839,Not Applicable
te-1840,Critical
te-1841,Critical
te-1842,Critical
te-1843,Critical
te-1844,Critical
te-1845,Not Critical
te-1846,Not Critical
te-1847,Critical
te-1848,Critical
te-1849,Critical
te-1850,Not Critical
te-1851,Not Critical
te-1852,Not Critical
te-1853,Critical
te-1854,Not Critical
te-1855,Critical
te-1856,Not Critical
te-1857,Critical
te-1858,Not Critical
te-1859,Critical
te-1860,Critical
te-1861,Not Applicable
te-1862,Not Critical
te-1863,Critical
te-1864,Critical
te-1865,Not Critical
te-1866,Not Critical
te-1867,Critical
te-1868,Not Critical
te-1869,Not Critical
te-1870,Not Critical
te-1871,Critical
te-1872,Not Critical
te-1873,Not Critical
te-1874,Not Critical
te-1875,Critical
te-1876,Critical
te-1877,Critical
te-1878,Critical
te-1879,Not Critical
te-1880,Critical
te-1881,Critical
te-1882,Not Applicable
te-1883,Critical
te-1884,Not Critical
te-1885,Critical
te-1886,Not Critical
te-1887,Critical
te-1888,Not Critical
te-1889,Not Critical
te-1890,Critical
te-1891,Critical
te-1892,Not Critical
te-1893,Not Applicable
te-1894,Not Critical
te-1895,Critical
te-1896,Not Critical
te-1897,Not Critical
te-1898,Critical
te-1899,Not Critical
te-1900,Not Critical
te-1901,Critical
te-1902,Not Applicable
te-1903,Not Critical
te-1904,Critical
te-1905,Critical
te-1906,Not Critical
te-1907,Critical
te-1908,Not Critical
te-1909,Critical
te-1910,Not Applicable
te-1911,Not Critical
te-1912,Critical
te-1913,Not Applicable
te-1914,Critical
te-1915,Not Critical
te-1916,Critical
te-1917,Critical
te-1918,Critical
te-1919,Critical
te-1920,Not Critical
te-1921,Critical
te-1922,Not Critical
te-1923,Critical
te-1924,Critical
te-1925,Critical
te-1926,Not Critical
te-1927,Not Critical
te-1928,Critical
te-1929,Critical
te-1930,Not Critical
te-1931,Not Critical
te-1932,Critical
te-1933,Critical
te-1934,Critical
te-1935,Not Critical
te-1936,Critical
te-1937,Critical
te-1938,Critical
te-1939,Critical
te-1940,Critical
te-1941,Critical
te-1942,Critical
te-1943,Critical
te-1944,Not Applicable
te-1945,Critical
te-1946,Critical
te-1947,Not Critical
te-1948,Not Critical
te-1949,Not Critical
te-1950,Not Critical
te-1951,Critical
te-1952,Critical
te-1953,Not Critical
te-1954,Not Applicable
te-1955,Not Critical
te-1956,Not Critical
te-1957,Critical
te-1958,Critical
te-1959,Critical
te-1960,Critical
te-1961,Critical
te-1962,Critical
te-1963,Not Critical
te-1964,Critical
te-1965,Not Critical
te-1966,Critical
te-1967,Critical
te-1968,Critical
te-1969,Not Critical
te-1970,Critical
te-1971,Critical
te-1972,Not Critical
te-1973,Critical
te-1974,Critical
te-1975,Critical
te-1976,Not Critical
te-1977,Not Critical
te-1978,Critical
te-1979,Critical
te-1980,Critical
te-1981,Critical
te-1982,Critical
te-1983,Not Critical
te-1984,Critical
te-1985,Critical
te-1986,Critical
te-1987,Critical
te-1988,Not Critical
te-1989,Critical
te-1990,Not Critical
te-1991,Critical
te-1992,Critical
te-1993,Critical
te-1994,Not Applicable
te-1995,Critical
te-1996,Not Critical
te-1997,Critical
te-1998,Critical
te-1999,Critical
te-2000,Critical
te-2001,Critical
te-2002,Critical
te-2003,Critical
te-2004,Not Critical
te-2005,Not Critical
te-2006,Critical
te-2007,Critical
te-2008,Critical
te-2009,Critical
te-2010,Critical
te-2011,Critical
te-2012,Critical
te-2013,Not Critical
te-2014,Critical
te-2015,Not Critical
te-2016,Critical
te-2017,Critical
te-2018,Critical
te-2019,Not Critical
te-2020,Critical
te-2021,Critical
te-2022,Critical
te-2023,Critical
te-2024,Not Critical
te-2025,Critical
te-2026,Critical
te-2027,Critical
te-2028,Critical
te-2029,Critical
te-2030,Critical
te-2031,Not Critical
te-2032,Not Critical
te-2033,Not Critical
te-2034,Not Critical
te-2035,Not Critical
te-2036,Critical
te-2037,Critical
te-2038,Not Critical
te-2039,Not Critical
te-2040,Critical
te-2041,Not Critical
te-2042,Not Critical
te-2043,Critical
te-2044,Critical
te-2045,Not Applicable
te-2046,Critical
te-2047,Not Critical
te-2048,Not Critical
te-2049,Critical
te-2050,Critical
te-2051,Critical
te-2052,Critical
te-2053,Not Critical
te-2054,Critical
te-2055,Critical
te-2056,Critical
te-2057,Not Critical
te-2058,Not Critical
te-2059,Not Critical
te-2060,Critical
te-2061,Not Critical
te-2062,Critical
te-2063,Not Critical
te-2064,Not Critical
te-2065,Not Critical
te-2066,Critical
te-2067,Critical
te-2068,Not Critical
te-2069,Not Critical
te-2070,Not Applicable
te-2071,Critical
te-2072,Critical
te-2073,Critical
te-2074,Not Critical
te-2075,Critical
te-2076,Not Applicable
te-2077,Not Critical
te-2078,Not Critical
te-2079,Not Critical
te-2080,Critical
te-2081,Critical
te-2082,Critical
te-2083,Critical
te-2084,Critical
te-2085,Critical
te-2086,Critical
te-2087,Not Critical
te-2088,Not Critical
te-2089,Critical
te-2090,Not Critical
te-2091,Not Critical
te-2092,Not Critical
te-2093,Critical
te-2094,Not Critical
te-2095,Critical
te-2096,Not Critical
te-2097,Not Applicable
te-2098,Critical
te-2099,Not Critical
te-2100,Not Critical
te-2101,Critical
te-2102,Not Applicable
te-2103,Critical
te-2104,Critical
te-2105,Not Applicable
te-2106,Not Critical
te-2107,Critical
te-2108,Not Critical
te-2109,Critical
te-2110,Not Applicable
te-2111,Critical
te-2112,Not Applicable
te-2113,Not Critical
te-2114,Critical
te-2115,Critical
te-2116,Not Critical
te-2117,Critical
te-2118,Not Critical
te-2119,Critical
te-2120,Critical
te-2121,Not Applicable
te-2122,Critical
te-2123,Not Critical
te-2124,Not Critical
te-2125,Not Critical
te-2126,Not Critical
te-2127,Critical
te-2128,Critical
te-2129,Not Critical
te-2130,Critical
te-2131,Critical
te-2132,Not Critical
te-2133,Not Critical
te-2134,Critical
te-2135,Not Critical
te-2136,Not Critical
te-2137,Critical
te-2138,Critical
te-2139,Not Critical
te-2140,Not Critical
te-2141,Critical
te-2142,Not Critical
te-2143,Critical
te-2144,Critical
te-2145,Critical
te-2146,Not Applicable
te-2147,Not Critical
te-2148,Not Critical
te-2149,Critical
te-2150,Critical
te-2151,Critical
te-2152,Critical
te-2153,Not Critical
te-2154,Critical
te-2155,Not Critical
te-2156,Critical
te-2157,Critical
te-2158,Not Critical
te-2159,Critical
te-2160,Critical
te-2161,Not Critical
te-2162,Critical
te-2163,Critical
te-2164,Not Critical
te-2165,Not Applicable
te-2166,Critical
te-2167,Not Critical
te-2168,Not Critical
te-2169,Critical
te-2170,Critical
te-2171,Critical
te-2172,Not Critical
te-2173,Critical
te-2174,Critical
te-2175,Not Applicable
te-2176,Not Critical
te-2177,Critical
te-2178,Not Critical
te-2179,Not Critical
te-2180,Critical
te-2181,Not Critical
te-2182,Not Critical
te-2183,Critical
te-2184,Critical
te-2185,Not Critical
te-2186,Not Critical
te-2187,Critical
te-2188,Critical
te-2189,Critical
te-2190,Not Critical
te-2191,Critical
te-2192,Critical
te-2193,Not Critical
te-2194,Critical
te-2195,Critical
te-2196,Not Critical
te-2197,Critical
te-2198,Critical
te-2199,Not Critical
te-2200,Not Critical
te-2201,Critical
te-2202,Critical
te-2203,Critical
te-2204,Critical
te-2205,Not Critical
te-2206,Not Critical
te-2207,Critical
te-2208,Critical
te-2209,Critical
te-2210,Critical
te-2211,Not Applicable
te-2212,Not Critical
te-2213,Not Applicable
te-2214,Not Critical
te-2215,Critical
te-2216,Not Critical
te-2217,Critical
te-2218,Not Critical
te-2219,Critical
te-2220,Critical
te-2221,Critical
te-2222,Critical
te-2223,Not Applicable
te-2224,Critical
te-2225,Critical
te-2226,Not Critical
te-2227,Critical
te-2228,Not Critical
te-2229,Not Critical
te-2230,Not Critical
te-2231,Critical
te-2232,Not Critical
te-2233,Not Critical
te-2234,Critical
te-2235,Not Critical
te-2236,Critical
te-2237,Critical
te-2238,Not Critical
te-2239,Critical
te-2240,Critical
te-2241,Critical
te-2242,Not Critical
te-2243,Not Critical
te-2244,Critical
te-2245,Not Critical
te-2246,Critical
te-2247,Not Critical
te-2248,Critical
te-2249,Critical
te-2250,Critical
te-2251,Critical
te-2252,Critical
te-2253,Critical
te-2254,Critical
te-2255,Critical
te-2256,Not Critical
te-2257,Not Critical
te-2258,Critical
te-2259,Not Critical
te-2260,Not Critical
te-2261,Critical
te-2262,Critical
te-2263,Not Critical
te-2264,Not Critical
te-2265,Not Critical
te-2266,Not Critical
te-2267,Not Critical
te-2268,Not Applicable
te-2269,Critical
te-2270,Not Critical
te-2271,Not Critical
te-2272,Critical
te-2273,Critical
te-2274,Critical
te-2275,Not Critical
te-2276,Critical
te-2277,Critical
te-2278,Critical
te-2279,Critical
te-2280,Not Critical
te-2281,Critical
te-2282,Critical
te-2283,Not Critical
te-2284,Critical
te-2285,Not Critical
te-2286,Critical
te-2287,Critical
te-2288,Not Critical
te-2289,Critical
te-2290,Critical
te-2291,Critical
te-2292,Critical
te-2293,Not Applicable
te-2294,Not Applicable
te-2295,Critical
te-2296,Critical
te-2297,Critical
te-2298,Not Critical
te-2299,Not Critical
te-2300,Critical
te-2301,Not Applicable
te-2302,Critical
te-2303,Not Critical
te-2304,Not Critical
te-2305,Not Critical
te-2306,Critical
te-2307,Critical
te-2308,Critical
te-2309,Not Critical
te-2310,Not Critical
te-2311,Critical
te-2312,Not Critical
te-2313,Not Critical
te-2314,Critical
te-2315,Not Critical
te-2316,Critical
te-2317,Not Critical
te-2318,Critical
te-2319,Critical
te-2320,Not Critical
te-2321,Critical
te-2322,Not Critical
te-2323,Not Critical
